URL,Title,Image-source,Sub-title
content/house-delivers-to-the-senate-an-impeachment-charge-against-donald-trump.html,House delivers to the Senate an impeachment charge against Donald Trump,files/12Punkt/1 NEWSROOM/America/NancyPelosi/25012021NancyPelosi.jpg,Nine House managers walked across the Capitol to inform the Senate that they were ready to prosecute the former president for “incitement of insurrection.” And the Justice Department opens inquiry into an “improper attempt” by officials to overturn the presidential election.
content/trump-s-facebook-ban-should-not-be-lifted-network-s-oversight-board-rules.html,"Trump’s Facebook ban should not be lifted, network’s oversight board rules",files/12Punkt/3 BUSINESS/Media/Facebook/05052021MarkZuckerberg.jpg,"The Facebook Oversight Board is often described as a “Supreme Court” for Facebook. On Wednesday, it acted like it — issuing a finely grained ruling that punts the hardest question posed to it back down for Mark Zuckerberg to deal with. The issue before the board, was whether to uphold Facebook’s indefinite ban of Donald Trump’s account following his role in inciting the January 6 riot at the Capitol. It was, by far, the most hotly anticipated decision in the Oversight Board’s young existence. Since the company referred the case to the board on January 21, it received over 9,000 public comments on the matter. As of Wednesday, the Trump ban remains in place—but the decision still isn't final."
content/twitter-permanently-bans-project-veritas-founder-james-o-keefe.html,Twitter permanently bans Project Veritas founder James O’Keefe,files/12Punkt/1 NEWSROOM/America/ProjectVeritas/15042021JamesOKeefe.jpg,"Right-wing provocateur James O’Keefe, best-known for his undercover “sting” operations and deceptively edited videos, was permanently suspended from Twitter on Thursday for what the social-media site said were violations of the its policy on manipulation and spam. O’Keefe’s ban comes just a few months after his group Project Veritas was thrown off Twitter for “repeated violations of Twitter’s private information policy.” At the time, O’Keefe’s account was also temporarily locked for violating the company’s policy."
content/republicans-to-begin-auditing-2020-ballots-in-effort-to-undermine-election-results.html,Republicans to begin auditing 2020 ballots in effort to undermine election results,files/12Punkt/1 NEWSROOM/America/Election2020/22042021ElectionArizona.jpg,"Nearly five months after Joe Biden was declared the official winner of the presidential race in Arizona, state Republicans are set to begin their own audit of millions of ballots, an unprecedented move many see as a thinly-veiled effort to continue to undermine confidence in the 2020 election results. The GOP-controlled state senate ordered the audit, set to formally get underway this week, which may be one of the most absurd and alarming consequences to date of Donald Trump’s baseless lies about the 2020 election."
content/abc-boss-tells-mccain-and-behar-to-cool-it-with-personal-attacks.html,ABC Boss tells McCain and Behar to cool it with personal attacks,"Not Found, OR Cannot be extracted using crawler","Following the latest on-air blowup between Meghan McCain and Joy Behar, ABC News President Kim Godwin called a last-minute meeting with the co-hosts and producers of The View to demand an end to the personal attacks. After Monday’s broadcast that featured McCain and Behar lashing out at each other over antisemitism, ABC reportedly received a flood of calls from viewers pleading with the network to get rid of McCain. Godwin said during the virtual chat that the on-air attacks had become too toxic and do not comport with the direction she wanted for the long-running talk show."
content/apple-facebook-report-increase-in-earnings-at-the-end-of-2020.html,"Apple, Facebook report increase in earnings at the end of 2020",files/12Punkt/5 COMPANIES/Unternehmen/Apple/202007AppleBlue.jpg,Apple and Facebook reported strong earnings from the last three months of 2020 on Wednesday when they released their quarterly earning reports.
content/suez-canal-has-reopened-but-ever-given-isn-t-free-to-go.html,"Suez canal has reopened, but Ever Given isn’t free to go",files/12Punkt/1 NEWSROOM/MiddleEast/Egypt/09042021EverGiven.jpg,"Egypt won’t release the massive container ship that blocked the Suez Canal for nearly a week in March until its owners agree to pay as much as a billion dollars in compensation, according to local authorities, as they investigate how the Ever Given got stuck and shut down one of the world’s most important waterways."
content/nice-tour-de-france-in-doubt.html,Nice: Tour de France in doubt,files/12Punkt/8 SPORT/Tribune/202008TourdeFrance.jpg,"The 2020 Tour de France, scheduled to start in Nice on Saturday, is edging closer to collapse after the Alpes-Maritimes region, site of the opening stages of the race, was placed on red alert owing to the spread of the Covid-19 pandemic."
content/pro-trump-lawmakers-form-caucus-promoting-anglo-saxon-political-traditions.html,Pro-Trump lawmakers form caucus promoting 'Anglo-Saxon political traditions',files/12Punkt/1 NEWSROOM/America/MarjorieGreene/23032021MarjorieGreen.jpg,"A policy platform for the group, which calls itself the America First Caucus, declares that ""a certain intellectual boldness is needed"" in order to ""follow in President Trump’s footsteps, and potentially step on some toes and sacrifice sacred cows for the good of the American nation."" The seven-page document, first obtained by Punchbowl News, is explicit in its nativist rhetoric and describes American culture as dominated by ""Anglo-Saxon"" and European influences."
content/donald-trump-and-rudy-giuliani-ask-judge-to-drop-capitol-riot-conspiracy-case.html,Donald Trump and Rudy Giuliani ask judge to drop Capitol riot conspiracy case,files/12Punkt/1 NEWSROOM/America/RudyGiuliani/27052021RudyGiuliani.jpg,"Former President Donald Trump and his onetime personal lawyer Rudy Giuliani on Thursday asked a federal judge to dismiss a lawsuit accusing them of conspiring to incite the deadly invasion of the U.S. Capitol. The lawsuit, brought by Rep. Bennie Thompson, D-Miss., and 10 other House Democrats, accuses the defendants of violating the federal Ku Klux Klan Act on Jan. 6 by fomenting a mob of Trump's supporters to stop Congress from confirming President Joe Biden's electoral victory. Separate motions to dismiss the suit on Thursday argued that Trump's and Giuliani's remarks at a pre-riot rally near the Capitol were protected under the First Amendment."
content/federal-investigators-seeking-cooperation-from-former-gaetz-girlfriend-second-key-witness.html,"Federal investigators seeking cooperation from former Gaetz girlfriend, second key witness",files/12Punkt/1 NEWSROOM/America/MattGaetz/14042021JoelGreenberg.jpg,"Federal investigators scrutinizing Rep. Matt Gaetz are seeking the cooperation of a former Capitol Hill intern who was once a girlfriend of the Florida Republican, sources familiar with the matter tell CNN. Investigators could also soon gain the formal cooperation of a second key witness, former Florida county tax collector Joel Greenberg, who is approaching a deadline this week to strike a plea agreement with the government on more than two dozen charges he's facing."
content/fearless-taylor-s-version-review-old-wounds-take-on-new-resonances.html,Fearless (Taylor’s Version) review – old wounds take on new resonances,files/12Punkt/6 MAGAZINE/Music/09042021TaylorSwift.jpg,"In 2012, Def Leppard announced in robust style that they would be rerecording their biggest hits. It was provoked by a dispute with their former record label, designed to “punch them in the bollocks”, said frontman Joe Elliott. “We fucking built that company. We built their penthouse sushi bar, wherever it may be, and they just treated us like shit.”"
content/the-unbelievably-brazen-data-theft-by-josip-heit-from-his-gold-standard-partners.html,The unbelievably brazen data theft by Josip Heit from his Gold Standard Partners,files/12Punkt/2 INVESTIGOO/JosipHeit/ChatApp.png,"New serious accusations against professional criminal Josip Heit and his fraud network G999: IT specialists have analyzed the alleged ""GSTelecom by G999 Blockchain"". Their warning: ""This app, disguised as a chat program, is nothing more than an attempt to tap personal data and collect confidential passwords."" The data theft is well disguised at that: ""Welcome to the first decentralized chat app"", it says as a greeting. Of course, the G999 scam would be nothing if CEO Josip Heit didn't loudly proclaim: ""The most advanced chat application"". Of course, this is absolute nonsense."
content/the-polls-point-to-a-biden-victory-but-can-they-be-trusted-this-time.html,The polls point to a Biden victory but can they be trusted this time?,files/12Punkt/1 NEWSROOM/America/Election2020/29202010Election2020.jpg,"For months, activists and Democratic party officials have been telling Joe Biden supporters that the only answer to the question “can we trust the polls?” is to go out and vote for Biden, and then get others to do the same."
content/joe-biden-signs-anti-asian-hate-crimes-legislation-in-response-to-attacks.html,Joe Biden signs anti-Asian hate crimes legislation in response to attacks,files/12Punkt/1 NEWSROOM/America/JoeBiden/07032021JoeBiden.jpg,"President Joe Biden on Thursday signed into law anti-hate crime legislation in response to the surge of attacks on Asian Americans during the Covid-19 pandemic. “Every time we’re silent, every time we let hate flourish, we make a lie of who we are as a nation,” Biden said before signing the bill two days after Congress finished passing it. “We cannot let the very foundation of this country continue to be eaten away like it has been in other moments in our history and happening again.”"
content/herd-immunity-would-lead-to-massive-death-tolls.html,Herd immunity would lead to massive death tolls,files/12Punkt/7 24PLUS/Health/202008CovidActual.jpg,"If the United States allowed coronavirus infections to run rampant to achieve possible herd immunity, the death toll would be massive, especially among vulnerable people, the nation's top infectious doctor said."
content/in-north-korea-dogs-are-now-processed-in-restaurants-and-kitchens.html,In North Korea dogs are now processed in restaurants and kitchens,files/12Punkt/1 NEWSROOM/NorthKorea/202008KoreaDogs.jpg,Kim Jong-un has declared that pet dogs are a symbol of capitalist 'decadence' and ordered that dogs in Pyongyang be rounded up - and owners are fearful that their beloved pets are being used to solve the nation's food shortages.
content/huge-fight-looms-over-raising-taxes.html,Huge fight looms over raising taxes,files/12Punkt/1 NEWSROOM/America/JoeBiden/24022021JoeBiden.jpg,"Washington is gearing up for a battle over raising taxes as President Biden looks for a way to pay for his agenda while Republicans are planning to dig in their heels ahead of the 2022 elections. Biden last week signed a $1.9 trillion coronavirus relief package that was mostly deficit-financed. The White House and congressional Democrats are now turning their attention to another economic recovery package, possibly focused on infrastructure, jobs and climate change. A key question will include if and how to pay for such a proposal."
content/eric-trump-attacks-scottish-politicians-for-debate-on-family-s-golf-courses.html,Eric Trump attacks Scottish politicians for debate on family's golf courses,files/12Punkt/1 NEWSROOM/America/EricTrump/02022021EricTrump.jpg,"On the eve of a parliamentary vote on whether an investigation should be ordered into the financing of Donald Trump’s Scottish golf resorts, the former US president’s son has castigated politicians for “advancing their personal agendas”. Eric Trump issued the bulletin as the Scottish parliament prepares to host a debate called by Patrick Harvie, the co-leader of the Scottish Greens. The Trump Organization’s executive vice-president also described Harvie as a “national embarrassment”."
content/trump-attacks-mcconnell-in-republican-donors-speech-in-mar-a-lago.html,Trump attacks McConnell in Republican donors speech in Mar-a-Lago,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202007DonaldTrmpPoll.jpg,"Donald Trump devoted part of a speech to Republican donors on Saturday night to insulting the Senate minority leader, Mitch McConnell. According to multiple reports of the $400,000-a-ticket, closed-press event, the former president called the Kentucky senator “a dumb son of a bitch”. Trump also said Mike Pence, his vice-president, should have had the “courage” to object to the certification of electoral college results at the US Capitol on 6 January."
content/deficit-to-reach-record-3-3-trillion.html,Deficit to reach record $3.3 trillion,files/12Punkt/3 BUSINESS/Econ/Deficit/202009Deficit02.jpg,"The federal deficit is expected to reach a record $3.3 trillion this year, more than twice the largest level on record, but lower than earlier estimates, according to new Congressional Budget Office (CBO) projections."
content/task-force-reports-show-dire-us-reality.html,Task force reports show dire US-reality,files/12Punkt/7 24PLUS/Health/CoronaCOVID/202008Corona31.jpg,"As President Donald Trump was painting a positive picture of the coronavirus pandemic and urging states to reopen the nation's businesses and schools, data from the White House coronavirus task force released Monday shows he was getting increasingly dire reports about the spread of the pandemic in July and August."
content/mich-mcconnell-backs-away-from-warning-businesses-to-stay-out-of-politics.html,Mich McConnell backs away from warning businesses to stay out of politics,files/12Punkt/1 NEWSROOM/America/MitchMcConnell/24032021MMC.jpg,"Senate Minority Leader Mitch McConnell (R-Ky.) on Wednesday backed off his stern warning that major companies such as Major League Baseball, Delta and Coca-Cola should stay out of high-profile political fights after they criticized Georgia’s new election law."
content/supreme-court-judge-condemns-keeping-man-in-jail-for-life-over-theft.html,Supreme Court judge condemns keeping man in jail for life over theft,files/12Punkt/1 NEWSROOM/America/Justice/202008BernetteJohnson.jpg,"Bernette Johnson, chief justice for the Louisiana Supreme Court, wrote a fiery dissent last week to the court's decision to turn away a review request of a man who is serving a life sentence for attempted theft."
content/chinesische-polizei-friert-tausende-krypto-konten-ein.html,Chinesische Polizei friert tausende Krypto-Konten ein,files/12Punkt/4 MARKETS/Crypto/202006CryptoChina.jpg,"Die chinesische Polizei hat im Rahmen umfangreicher Ermittlungen und Razzien die Konten tausender Krypto-Nutzer teilweise ""unwiderruflich"" eingefroren. Die Krypto- und Fiat-Assets seien Teil illegaler Aktivitäten heißt es."
content/donald-trump-frustrated-with-pace-of-super-pac.html,Donald Trump frustrated with pace of super PAC,files/12Punkt/1 NEWSROOM/America/DonaldTrump/202007TrumpLiar.jpg,"Trump advisers first shared the plans in late February for a super PAC as part of a post-presidency political operation. Trump told allies at the time that he'd chosen his onetime campaign manager Corey Lewandowski to run the organization, but roughly one month later, the 45th president has started lashing out about the lack of movement on the project, sources said."
content/trump-s-blog-isn-t-lighting-up-the-internet.html,Trump's blog isn't lighting up the internet,files/12Punkt/1 NEWSROOM/America/DonaldTrump/11052021DonaldTrump.jpg,"Four months after former President Donald Trump was banished from most mainstream social media platforms, he returned to the web last Tuesday with “From the Desk of Donald J. Trump,” essentially a blog for his musings. A week since the unveiling, social media data suggests things are not going well. The ex-president’s blog has drawn a considerably smaller audience than his once-powerful social media accounts, according to engagement data compiled with BuzzSumo, a social media analytics company. The data offers a hint that while Trump remains a political force, his online footprint is still dependent on returning to Facebook, Twitter and YouTube."
content/viber-severs-ties-with-facebook-in-growing-boycott.html,Viber and Verizon sever ties with Facebook in growing boycott,files/12Punkt/3 BUSINESS/Media/Facebook/202006Viber.jpg,"The messaging service Viber, the fifth biggest with more than a billion users around the world, is severing all ties to Facebook as part of a growing boycott of the company by commercial partners."
content/senate-confirms-janet-yellen-as-first-female-treasury-secretary.html,Senate confirms Janet Yellen as first female Treasury secretary,files/12Punkt/1 NEWSROOM/America/JanetYellen/25012021JanetYellen.jpg,"The Senate on Monday confirmed Janet Yellen as the first woman to lead the Treasury Department, where her immediate priority will be addressing the coronavirus recession. Yellen, a Democrat, was confirmed by the Senate 84-15, with broad bipartisan support. All 15 no votes came from Republicans,."
content/two-female-directors-and-nine-actors-of-color-nominated-in-historic-year.html,Two female directors and nine actors of color nominated in historic year,files/12Punkt/6 MAGAZINE/Movies/15032021Chicago7.jpg,"Two female directors – Chloé Zhao and Emerald Fennell – are in the running for the best director prize at this year’s Oscars, marking the only time more than one woman has ever been in contention for the award in a single year. Only five women have ever been in the running for the award; only one – Kathryn Bigelow for The Hurt Locker in 2010 – has won."
content/kremlin-critic-alexei-navalny-jailed.html,Kremlin critic Alexei Navalny jailed,files/12Punkt/1 NEWSROOM/Russia/02022021AlexeoNavalny2.jpg,"Russian opposition leader Alexei Navalny was on Tuesday sentenced to more than two-and-a-half years in prison on charges that he violated probation while he was recuperating in Germany after being poisoned. Navalny was arrested on January 17 upon his return from Germany where he was treated after the attack with a nerve agent, which he has blamed on the Kremlin."
content/kerry-faces-calls-to-step-down-over-leaked-iran-tapes.html,Kerry faces calls to step down over leaked Iran tapes,files/12Punkt/1 NEWSROOM/America/JohnKerry/27042021JohnKerry.jpg,"John Kerry, the U.S. special envoy for climate change, is facing calls for his resignation from Republican lawmakers and pundits for reportedly discussing Israeli military operations with Iran’s foreign minister when he served as then-President Obama’s secretary of State. Republican blowback is running the gamut from calling for Kerry to leave his position as the top official addressing climate change to calling for an investigation and his prosecution. Biden administration officials are dismissing the allegations, saying the information Kerry allegedly shared was widely known at the time."
content/after-the-crash-there-is-precious-little-left-for-the-15-times-major-winner-to-prove.html,After the crash: there is precious little left for the 15-times major winner to prove,"Not Found, OR Cannot be extracted using crawler",Summoning the spirit of Ben Hogan might not be enough for Tiger Woods to prolong a remarkable career. That the golf world is not prepared for Woods to call time on tournament pursuits was clear in the aftermath of the road accident which left the stricken 45-year-old requiring prolonged surgery on his right leg.
content/teen-vogue-s-new-top-editor-out-after-backlash-over-old-racist-tweets.html,Teen Vogue’s new top Editor out after backlash over old racist tweets,files/12Punkt/3 BUSINESS/Media/VOGUE/18032021AlexiMcCammond.jpg,"Just days before she was set to begin the job, Teen Vogue’s new editor-in-chief is out at the publication following internal uproar over her decade-old tweets about Asians. People familiar with the situation told that Alexi McCammond, a former Axios political reporter who was hired by Condé Nast earlier this month to lead Teen Vogue, will no longer join the fashion and lifestyle publication."
content/gasoline-demand-spikes-in-several-states-after-pipeline-hack.html,Gasoline demand spikes in several states after pipeline hack,"Not Found, OR Cannot be extracted using crawler","A growing number of gas stations along the East Coast are without fuel as nervous drivers aggressively fill up their tanks following a ransomware attack that shut down the Colonial Pipeline, a critical artery for gasoline. The panic-buying threatens to exacerbate the supply shock."
content/i-think-you-can-trust-me.html,I think you can trust me,files/12Punkt/7 24PLUS/Health/AnthonyFauci/202006AnthonyFauci2.jpg,"Anthony Fauci, America’s top infectious diseases expert, has pushed back at a concerted campaign by Donald Trump and his allies to discredit his response to the coronavirus pandemic."
content/wie-anleger-vom-boom-bei-cybersecurity-profitieren-koennen.html,Wie Anleger vom Boom bei Cybersecurity profitieren können,files/12Punkt/3 BUSINESS/Tech/Cybersecurity/202006TechCybersecurity.jpg,Die Cyberattacke traf Easyjet. Im Mai griffen Eindringlinge bei der Billigfluglinie Daten vieler Millionen Kunden ab. Von 2.000 Betroffenen gingen auch die Kreditkartenangaben in falsche Hände. Ein anderer Fall: Nach Berichten der „Washington Post“ hat Israel vor kurzer Zeit virtuell einen Terminal im iranischen Hafen Bandar Abbas angegriffen. Laut Angaben aus Militärkreisen handelte es sich um die Revanche für einen iranischen Cyberangriff auf die zivile Wasserversorgung in Israel.
content/jamal-khashoggi-assassins-used-company-seized-by-saudi-crown-prince.html,Jamal Khashoggi assassins used company seized by Saudi crown prince,files/12Punkt/1 NEWSROOM/MiddleEast/24022021Kashoggi.jpg,"The two private jets used by a Saudi Arabian assassination squad that killed and allegedly dismembered journalist Jamal Khashoggi were owned by a company that less than a year prior had been seized by the Kingdom's powerful crown prince, Mohammed bin Salman, according to recently filed court documents seen by CNN. The documents, filed as part of a Canadian civil lawsuit earlier this year, are labeled ""Top Secret"" and signed by a Saudi minister who relayed the orders of the crown prince, the young de facto ruler of Saudi Arabia."
content/donald-trump-digs-in-on-attacks-against-republican-leaders.html,Donald Trump digs in on attacks against Republican leaders,"Not Found, OR Cannot be extracted using crawler","Former President Trump is showing no signs of wanting to unify the GOP even as party leaders scramble to smooth out divisions that they fear will be damaging in the 2022 midterm elections. In a Saturday night speech to attendees at a donor retreat in Florida, Trump railed against his perceived enemies in both parties and offered little, if any, reassurance that he would try to rally together a GOP riddled with internal divisions and desperate to regain governing power in Washington."
content/biden-strikes-international-deal-in-bid-to-stop-migrants-reaching-us.html,Biden strikes international deal in bid to stop migrants reaching US,files/12Punkt/1 NEWSROOM/America/Border/14032021Border.jpg,"The Biden administration has struck an agreement with Mexico, Guatemala and Honduras to temporarily increase border security in an effort to stop migrants from reaching the US border. The agreement comes as the US saw a record number of unaccompanied children attempting to cross the border in March, and the largest number of Border Patrol encounters overall with migrants on the southern border – just under 170,000 – since March 2001."
content/kansas-republican-charged-with-battery-allegedly-kicked-student-in-the-crotch.html,Kansas Republican charged with battery allegedly kicked student in the crotch,files/12Punkt/1 NEWSROOM/America/Republicans/25052021MarkSamsel.jpg,A Kansas state representative charged with battery allegedly kicked a male high school student in the crotch and left him with other injuries while substitute teaching last month. State Rep. Mark Samsel (R) was arrested late last month on three charges of alleged misdemeanor battery after the altercation at Wellsville High School. He has since pleaded not guilty.
content/donald-trump-account-remains-suspended-for-two-years.html,Donald Trump account remains suspended for two years,files/12Punkt/1 NEWSROOM/America/DonaldTrump/04062021TrzumpFacebook.jpg,"Facebook is suspending Donald Trump’s account for two years, the company has announced in a highly anticipated decision that follows months of debate over the former president’s future on social media."
content/princess-diana-was-tricked-into-interview-by-bbc-reporter-s-deceptions.html,Princess Diana was tricked into interview by BBC reporter’s ‘deceptions’,files/12Punkt/6 MAGAZINE/Adel/20052021LadyDiana.jpg,"Martin Bashir landed his famous Panorama interview with Princess Diana by feeding her a diet of false stories that fueled her paranoia, including allegations that she was being spied on by security services, that her staff were betraying her to the tabloids, that Prince Edward had AIDS, and that her husband was having an affair with her son’s nanny, a long-awaited inquiry into the affair published Thursday by the BBC claims."
content/eu-pakt-befluegelt-den-markt.html,EU-Pakt beflügelt den Markt,"Not Found, OR Cannot be extracted using crawler"
content/twitter-just-deleted-thousands-of-qanon-accounts.html,Twitter just deleted thousands of QAnon accounts,files/12Punkt/1 NEWSROOM/America/QAnon/202007QAnonX3.jpg,"Twitter announced that it was taking the unprecedented step of removing or downgrading content and accounts linked to the conspiracy theory known as QAnon. Twitter said that it had already removed over 7,000 accounts belonging to QAnon adherents and taken actions to stop the spread of the conspiracy theory that will impact some 150,000 accounts."
content/white-house-downplays-surprising-february-jobs-gain.html,White House downplays surprising February jobs gain,"Not Found, OR Cannot be extracted using crawler","Top White House officials took little solace in the better-than-expected February jobs report, insisting Friday that the U.S. was far from a full and equitable recovery from the coronavirus pandemic. The February jobs report released Friday showed the U.S. gaining 379,000 jobs last month, nearly double the consensus estimates of economists. The unemployment rate also dropped 0.1 percentage points to 6.2 percent, its lowest level since March 2020, as businesses prepared for a post-pandemic world. President Biden’s top advisers, however, sought to spotlight how much economic damage the U.S. needs to repair and shortcomings of the rebound so far as Democrats push a $1.9 trillion aid bill through Congress."
content/claims-climb-past-one-million-for-second-week-in-a-row.html,Claims climb past one million for second week in a row,files/12Punkt/1 NEWSROOM/America/Unemployment/202008Unemployment.jpg,One million people filed for unemployment benefits last week in the US as the coronavirus pandemic continued to take a historic toll on the job market. It was the second week in a row that claims passed the million mark after briefly dipping below that figure in early August.
